People need to listen to this and others who are talking about this we need to ban crypto we don't need it. It will only bring the planet closer to destruction and humanity closer to deeper poverty
People didn't care about children in Africa dying from mining gold and diamonds.  Now they want to be the face of justice after seeing other people profit from Bitcoin.
I hate bitcoin so much. not the product but the means to get the product and the people surrounding it/backing it.
"Come on, man... as Joe Biden would say... are these people who are bitcoin mining not using that much energy in other ways when they are not mining? This is ridiculous."
Does anyone know where there are some scholarly articles that would help with this topic of why cryptocurrency is bad for the planet?
"This is the thing that people don't understand. The energy isn't wasted, it is being converted into Money. BITCOIN is MONEY."
But why?  Why is burning electricity and doing senseless calculations making anything?  I am lost.
Many people died because of crypto like suicide or getting killed
Who thinks that the crypto bros in the comments watched the whole video and acknowledge the legitimate issue that exists?
"Nearly pure ""fallacy"" & ""sophistry"""
Its horrible and painful to think about it. Humanity's irrational greed is killing us all.
I've never heard so much Bulshit mixed in with Half-truths & Fallacies.<br>The problem is the people who buy Bitcoin. Nobody buy =loose money mining  end of.
We need a cryptocurrency that can enforce distributed ledgers without requiring the burning of power. I'd be on board then.
People need to be looking toward green energy rather than stopping technological innovation because it uses energy. Lots of things use energy.
I'd say that sending energy to what is the greatest democratization of wealth is pretty valuable.
"So basically you need a big fancy computer to get even richer?<br>I dont see how this is ""revolutionary"" if you need to be rich to get richer"
"i feel this should have also covered how bitcoin compares to the effects of traditional and physical forms of currency, feels incomplete and sort of like a hit piece otherwise."
People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in bitcoin
The industrial revolution was bad for the planet
Haha people keep saying bitcoin is anti establishment. But the establishment itself control the entire market.
Crypto is the future
The people disliked are the bitcoin miners
It's much more profitable to use renewables for Bitcoin mining...<br><br>what do you think a profit motive for renewable energy will do?
This needs to go viral. People need to see the potential here. Blockchain is more than quick money as the media poses it to be.
i get 10.47% reward just for holding Algorand
I suspect people who dont have access to banks likely dont have access to a mobile/computer to have a crypto wallet
The future of Cryptocurrency lies in the hand of POS. It just needs some time to see the clarification for people.
Proof of stake is not as safe as Proof of Work.
<b>No one needs bitcoin except online criminals.</b> The best solution to bitcoins energy consumption is to shut it down. This is a serious comment. <i>No one needs bitcoin except online criminals.</i>
People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in bitcoin
Lol clearly there's an agenda at work and right now they want the main public to start using crypto more and more
"Only the people that drive electric cars in their daily lives may criticize crypto and its fossil fuel consumption, and nobody else"
